Fecha	Vendedor	Zona	Cliente	Producto	Total
25/10/2020	Hugo	Este	Cliente-41	Gorra	$415
26/10/2020	Fernando	Norte	Cliente-38	Lápiz	$993
26/10/2020	Daniel	Norte	Cliente-42	Llavero	$613
26/10/2020	Margarita	Este	Cliente-75	Bolsa	$926
26/10/2020	Manuel	Norte	Cliente-27	Agenda	$512
27/10/2020	Margarita	Sur	Cliente-67	Llavero	$762
28/10/2020	Teodoro	Sur	Cliente-39	Lápiz	$269
28/10/2020	Guadalupe	Este	Cliente-90	Llavero	$536
28/10/2020	Elena	Este	Cliente-56	Llavero	$380
28/10/2020	Carmen	Sur	Cliente-61	Agenda	$725
29/10/2020	Daniel	Norte	Cliente-15	Agenda	$700
29/10/2020	Antonio	Este	Cliente-47	Lápiz	$420
29/10/2020	Francisco	Sur	Cliente-57	Gorra	$566
30/10/2020	Fernando	Este	Cliente-89	Bolsa	$235
30/10/2020	Guadalupe	Este	Cliente-7	Bolsa	$797
01/11/2020	Roberto	Oeste	Cliente-68	Bolsa	$146
02/11/2020	Teodoro	Este	Cliente-40	Agenda	$502
04/11/2020	Daniel	Oeste	Cliente-23	Taza	$396
05/11/2020	Guadalupe	Este	Cliente-83	Gorra	$887
07/11/2020	Juan	Este	Cliente-82	Lápiz	$227
07/11/2020	Francisco	Este	Cliente-47	Llavero	$450
09/11/2020	Laura	Norte	Cliente-36	Taza	$828
10/11/2020	Fabiola	Norte	Cliente-99	Gorra	$406
12/11/2020	Roberto	Este	Cliente-3	Gorra	$654
13/11/2020	Guadalupe	Norte	Cliente-53	Reloj	$525
13/11/2020	Laura	Este	Cliente-20	Llavero	$541
13/11/2020	Pablo	Este	Cliente-39	Llavero	$544
14/11/2020	Teodoro	Norte	Cliente-22	Bolsa	$176
14/11/2020	Laura	Norte	Cliente-44	Taza	$691
15/11/2020	Guadalupe	Oeste	Cliente-75	Taza	$991
15/11/2020	Daniel	Este	Cliente-14	Agenda	$801
16/11/2020	Manuel	Este	Cliente-94	Agenda	$167
16/11/2020	Fabiola	Norte	Cliente-24	Reloj	$530
16/11/2020	Fernando	Sur	Cliente-90	Reloj	$774
16/11/2020	Teodoro	Norte	Cliente-96	Gorra	$300
17/11/2020	Juan	Sur	Cliente-82	Llavero	$746
19/11/2020	Guadalupe	Sur	Cliente-36	Llavero	$426
19/11/2020	Alejandro	Sur	Cliente-31	Taza	$229
21/11/2020	Fernando	Oeste	Cliente-91	Llavero	$111
21/11/2020	Alejandro	Este	Cliente-53	Lápiz	$202
21/11/2020	Josefina	Norte	Cliente-11	Gorra	$126
22/11/2020	Juan	Este	Cliente-79	Agenda	$603
22/11/2020	Antonio	Sur	Cliente-45	Reloj	$466
23/11/2020	Juan	Sur	Cliente-57	Reloj	$228
25/11/2020	Verónica	Sur	Cliente-39	Agenda	$464
27/11/2020	Fabiola	Sur	Cliente-82	Agenda	$659
27/11/2020	Carmen	Sur	Cliente-84	Gorra	$727
27/11/2020	Laura	Este	Cliente-49	Llavero	$228
28/11/2020	Juan	Norte	Cliente-15	Agenda	$726
29/11/2020	Francisco	Este	Cliente-75	Bolsa	$927
29/11/2020	Fernando	Este	Cliente-54	Agenda	$794
30/11/2020	Teodoro	Oeste	Cliente-38	Bolsa	$778
30/11/2020	Pedro	Sur	Cliente-68	Agenda	$694
30/11/2020	Alejandro	Oeste	Cliente-24	Agenda	$180
01/12/2020	Daniel	Sur	Cliente-22	Agenda	$548
01/12/2020	Pablo	Este	Cliente-25	Llavero	$319
02/12/2020	Carmen	Norte	Cliente-2	Gorra	$656
03/12/2020	Francisco	Este	Cliente-28	Llavero	$682
04/12/2020	Teodoro	Este	Cliente-19	Lápiz	$839
04/12/2020	Pablo	Este	Cliente-31	Taza	$553
04/12/2020	Teodoro	Este	Cliente-42	Lápiz	$766
05/12/2020	Fernando	Este	Cliente-53	Bolsa	$170
05/12/2020	Daniel	Norte	Cliente-69	Lápiz	$875
06/12/2020	Fernando	Norte	Cliente-27	Agenda	$111
07/12/2020	Antonio	Sur	Cliente-6	Reloj	$845
07/12/2020	Roberto	Oeste	Cliente-35	Taza	$410
08/12/2020	Hugo	Oeste	Cliente-57	Bolsa	$745
08/12/2020	Margarita	Este	Cliente-88	Agenda	$447
09/12/2020	Fabiola	Este	Cliente-25	Bolsa	$566
10/12/2020	Antonio	Norte	Cliente-69	Gorra	$637
10/12/2020	Elena	Norte	Cliente-20	Agenda	$240
11/12/2020	Fernando	Este	Cliente-19	Agenda	$592
11/12/2020	Antonio	Oeste	Cliente-31	Gorra	$612
11/12/2020	Verónica	Sur	Cliente-8	Reloj	$169
12/12/2020	Teodoro	Sur	Cliente-78	Bolsa	$442
12/12/2020	Manuel	Sur	Cliente-91	Bolsa	$457
12/12/2020	Roberto	Norte	Cliente-73	Taza	$157
13/12/2020	Carmen	Sur	Cliente-12	Agenda	$553
13/12/2020	Josefina	Norte	Cliente-63	Taza	$629
14/12/2020	Daniel	Oeste	Cliente-73	Gorra	$697
14/12/2020	Francisco	Norte	Cliente-75	Taza	$987
15/12/2020	Teodoro	Oeste	Cliente-72	Reloj	$671
16/12/2020	Carmen	Sur	Cliente-81	Gorra	$595
16/12/2020	Laura	Oeste	Cliente-17	Reloj	$708
16/12/2020	Antonio	Norte	Cliente-49	Bolsa	$419
18/12/2020	Alejandro	Sur	Cliente-27	Agenda	$146
20/12/2020	Roberto	Sur	Cliente-88	Taza	$840
22/12/2020	Verónica	Oeste	Cliente-55	Reloj	$558
22/12/2020	Antonio	Este	Cliente-38	Lápiz	$647
22/12/2020	Josefina	Este	Cliente-85	Bolsa	$576
23/12/2020	Laura	Sur	Cliente-22	Reloj	$694
23/12/2020	Hugo	Este	Cliente-44	Reloj	$852
24/12/2020	Antonio	Oeste	Cliente-90	Taza	$175
24/12/2020	Francisco	Sur	Cliente-76	Bolsa	$982
24/12/2020	Margarita	Este	Cliente-54	Reloj	$199
25/12/2020	Margarita	Este	Cliente-77	Taza	$550
26/12/2020	Daniel	Sur	Cliente-4	Taza	$373
26/12/2020	Pablo	Oeste	Cliente-93	Agenda	$572
26/12/2020	Verónica	Norte	Cliente-55	Agenda	$730
26/12/2020	Daniel	Norte	Cliente-35	Lápiz	$117
27/12/2020	Guadalupe	Norte	Cliente-95	Gorra	$951
27/12/2020	Carmen	Sur	Cliente-30	Lápiz	$952
27/12/2020	Fernando	Este	Cliente-38	Taza	$979
27/12/2020	Margarita	Norte	Cliente-66	Lápiz	$170
28/12/2020	Pablo	Norte	Cliente-88	Gorra	$902
31/12/2020	Verónica	Oeste	Cliente-29	Agenda	$758
31/12/2020	Daniel	Sur	Cliente-38	Taza	$793
31/12/2020	Josefina	Sur	Cliente-36	Bolsa	$372
31/12/2020	Margarita	Norte	Cliente-43	Bolsa	$469
